Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Target,Actual,Churn_Probability,Prediction,Recommendation
4208-UFFGW,Male,80,No,0,Byron,94514,37.83323,-121.601461,0,2,Offer E,Yes,26.62,No,Yes,DSL,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.95,85.15,0.0,0,53.24,138.39,Churned,Other,Don't know,1,1,0.5621223511014909,1,Offer Loyalty Reward
4391-RESHN,Male,49,No,0,Lemon Cove,93244,36.462671,-118.997291,0,23,Offer D,Yes,16.28,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,2470.1,0.0,0,374.44,2844.54,Churned,Competitor,Competitor had better devices,1,1,0.44893348085765294,0,Offer Loyalty Reward
6258-NGCNG,Male,54,No,0,Compton,90220,33.88151,-118.234451,0,7,Offer E,Yes,1.41,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,23.5,173.0,0.0,0,9.87,182.87,Stayed,,,0,0,0.10679166792777194,0,No Action Needed
6481-ESCNL,Female,33,No,0,Clayton,94517,37.881842,-121.848111,0,29,,Yes,10.67,Yes,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,2878.75,0.0,0,309.43,3188.18,Stayed,,,0,0,0.4995240722808704,0,Offer Loyalty Reward
4598-XLKNJ,Female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,1,25,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,2514.5,13.43,0,494.0,2995.07,Churned,Dissatisfaction,Limited range of services,1,1,0.4533906402066035,0,Offer Loyalty Reward
3538-WZPHD,Male,46,No,0,San Francisco,94127,37.736535,-122.45732,0,3,Offer E,No,,,Yes,Cable,3.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,0.0,0,0.0,79.45,Churned,Competitor,Competitor had better devices,1,1,0.6860605322454921,1,Provide Premium Tech Support
7341-LXCAF,Male,24,Yes,0,Berkeley,94705,37.858898,-122.240512,8,4,,Yes,48.64,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,301.4,0.0,0,194.56,495.96,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.4465870836895536,0,Offer Loyalty Reward
8904-OPDCK,Male,76,Yes,0,Citrus Heights,95621,38.69549,-121.307864,4,54,Offer B,No,,,Yes,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,1364.75,0.0,0,0.0,1364.75,Stayed,,,0,0,0.23959396013764964,0,No Action Needed
1459-QNFQT,Male,21,Yes,0,San Jose,95122,37.32886,-121.834567,7,70,Offer A,No,,,Yes,DSL,30.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0.0,4121.08,Stayed,,,0,0,0.03256439815560734,0,No Action Needed
5840-NVDCG,Female,32,Yes,1,Pacoima,91331,34.255442,-118.421314,10,16,,Yes,20.12,No,Yes,Cable,30.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,68.25,1114.85,0.0,0,321.92,1436.77,Stayed,,,0,0,0.03082168639651563,0,No Action Needed
2592-HODOV,Male,44,No,0,Brea,92823,33.924143,-117.79387,0,13,Offer D,Yes,45.03,No,No,,,,,,,,,,,One Year,No,Credit Card,19.3,259.65,35.28,0,585.39,809.76,Stayed,,,0,0,0.033132118012747,0,No Action Needed
5766-FTRTS,Male,35,Yes,0,El Segundo,90245,33.917145,-118.401554,8,72,Offer A,Yes,35.06,No,Yes,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,0.0,0,2524.32,8557.42,Stayed,,,0,0,0.008898133956745446,0,No Action Needed
2159-TURXX,Male,26,No,0,Weaverville,96093,40.759401,-122.939337,0,5,,Yes,22.16,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,95.55,0.0,0,110.8,206.35,Stayed,,,0,0,0.06473098960798547,0,No Action Needed
9577-WJVCQ,Female,24,No,0,West Covina,91790,34.066964,-117.937007,0,68,,Yes,5.3,Yes,Yes,DSL,59.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,54.45,3687.75,0.0,0,360.4,4048.15,Stayed,,,0,0,0.12730158059587215,0,No Action Needed
7593-XFKDI,Male,39,No,0,Los Angeles,90031,34.085807,-118.206617,0,1,,Yes,48.22,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,46.3,0.0,0,48.22,94.52,Churned,Price,Extra data charges,1,1,0.4578631936258464,0,Offer Loyalty Reward
9591-YVTEB,Male,77,No,0,National City,91950,32.67102,-117.095235,0,55,Offer B,No,,,Yes,DSL,30.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2479.05,0.0,0,0.0,2479.05,Stayed,,,0,0,0.24960570881473715,0,No Action Needed
5334-AFQJB,Male,66,No,0,Simi Valley,93065,34.269449,-118.768471,0,72,Offer A,Yes,2.37,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.1,1789.9,0.0,0,170.64,1960.54,Stayed,,,0,0,0.036402361811661385,0,No Action Needed
8208-EUMTE,Male,45,No,0,Villa Park,92861,33.817473,-117.810462,0,16,,No,,,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.85,916.15,0.0,0,0.0,916.15,Stayed,,,0,0,0.10013719715475902,0,No Action Needed
8041-TMEID,Male,73,Yes,0,Corning,96021,39.913777,-122.289984,1,63,,Yes,37.12,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0,2338.56,9330.46,Stayed,,,0,0,0.23538693685343703,0,No Action Needed
4121-AGSIN,Female,44,Yes,0,Ben Lomond,95005,37.078873,-122.090386,9,58,,Yes,36.45,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78,Stayed,,,0,0,0.022065696504326056,0,No Action Needed
5448-VWNAM,Female,49,No,3,Oroville,95966,39.473896,-121.415927,0,19,Offer D,Yes,8.02,Yes,Yes,DSL,57.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,1375.6,0.0,0,152.38,1527.98,Stayed,,,0,0,0.21746204153826076,0,No Action Needed
4302-ZYFEL,Male,23,Yes,2,Belvedere Tiburon,94920,37.885629,-122.46858,8,69,Offer A,Yes,26.44,No,No,,,,,,,,,,,One Year,Yes,Credit Card,20.55,1403.1,0.0,0,1824.36,3227.46,Stayed,,,0,0,0.0019316298934955057,0,No Action Needed
1091-SOZGA,Female,27,Yes,0,La Palma,90623,33.850504,-118.039892,1,56,,Yes,42.37,Yes,Yes,Fiber Optic,71.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,5515.45,0.0,0,2372.72,7888.17,Stayed,,,0,0,0.4090425709485377,0,Offer Loyalty Reward
6682-VCIXC,Female,61,Yes,0,Mad River,95552,40.390301,-123.412327,2,43,Offer B,No,,,Yes,Cable,6.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,51.25,2151.6,0.0,0,0.0,2151.6,Stayed,,,0,0,0.12955961801064705,0,No Action Needed
4039-HEUNW,Male,77,Yes,0,Irvine,92620,33.716136,-117.752574,1,36,,Yes,16.61,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.1,0.0,0,597.96,4034.06,Churned,Price,Lack of affordable download/upload speed,1,1,0.7367671813587132,1,Provide Premium Tech Support
6319-IEJWJ,Male,63,Yes,0,Camarillo,93012,34.205504,-118.993111,1,20,,Yes,49.69,No,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,Churned,Other,Moved,1,1,0.5934606432106326,1,Offer Loyalty Reward
0643-OKLRP,Female,73,Yes,0,Azusa,91702,34.174493,-117.87068,1,47,,Yes,38.31,Yes,Yes,Fiber Optic,7.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,80.35,3825.85,0.0,90,1800.57,5716.42,Churned,Dissatisfaction,Network reliability,1,1,0.5059713439081608,1,Offer Loyalty Reward
1984-GPTEH,Female,47,No,0,Burbank,91506,34.169706,-118.323548,0,29,,Yes,4.53,Yes,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,25.15,702.0,0.0,0,131.37,833.37,Stayed,,,0,0,0.05466709489323665,0,No Action Needed
5248-YGIJN,Male,36,Yes,0,Los Angeles,90031,34.085807,-118.206617,9,72,,Yes,10.92,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.25,6369.45,0.0,0,786.24,7155.69,Stayed,,,0,0,0.0019852425852848123,0,No Action Needed
8016-ZMGMO,Female,73,Yes,0,Colusa,95932,39.273096,-122.050763,0,66,,Yes,44.01,Yes,Yes,Cable,17.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.85,4738.85,0.0,0,2904.66,7643.51,Stayed,,,0,0,0.22936320802210852,0,No Action Needed
9648-BCHKM,Female,22,Yes,3,Palmdale,93550,34.536232,-118.082935,9,18,,Yes,43.69,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.65,471.35,0.0,0,786.42,1257.77,Stayed,,,0,0,0.03347347015825273,0,No Action Needed
5939-SXWHM,Male,59,Yes,3,Millville,96062,40.531257,-122.148139,1,48,Offer B,Yes,20.73,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,Stayed,,,0,0,0.013374425320646803,0,No Action Needed
5480-XTFFL,Female,60,Yes,3,Mount Hermon,95041,37.051166,-122.056194,3,31,Offer C,Yes,9.8,No,No,,,,,,,,,,,Two Year,No,Credit Card,21.0,697.7,0.0,0,303.8,1001.5,Stayed,,,0,0,0.00043690175969821033,0,No Action Needed
8747-UDCOI,Female,29,Yes,0,Sun City,92587,33.69887,-117.25071,7,65,Offer B,Yes,48.66,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.35,1319.95,0.0,0,3162.9,4482.85,Stayed,,,0,0,0.025666184889172373,0,No Action Needed
5574-NXZIU,Male,36,No,0,Los Alamos,93440,34.758699,-120.275839,0,63,,Yes,13.14,No,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-10.0,7049.75,0.0,0,827.82,7877.57,Stayed,,,0,0,0.11168329192448706,0,No Action Needed
8219-VYBVI,Male,52,No,3,Rancho Santa Fe,92067,33.012751,-117.200617,0,39,,Yes,49.95,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.0,1004.35,0.0,0,1948.05,2952.4,Stayed,,,0,0,0.02445641204130282,0,No Action Needed
3276-HDUEG,Female,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,Offer E,Yes,32.86,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0,32.86,107.91,Churned,Competitor,Competitor made better offer,1,1,0.8895345833449174,1,Offer 20% Discount
3197-ARFOY,Female,67,No,0,Ontario,91761,34.035602,-117.591528,0,19,,Yes,7.95,No,Yes,Fiber Optic,12.0,Yes,Yes,No,Yes,Yes,Yes,No,No,One Year,Yes,Mailed Check,105.0,2007.25,0.0,20,151.05,2178.3,Stayed,,,0,0,0.4039504030509753,0,Offer Loyalty Reward
3315-TOTBP,Male,29,No,0,Mill Creek,96061,40.331975,-121.460674,0,15,Offer D,Yes,44.86,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,76.0,1130.85,0.0,0,672.9,1803.75,Churned,Dissatisfaction,Lack of self-service on Website,1,1,0.5363912216297525,1,Offer Loyalty Reward
0795-GMVQO,Male,36,Yes,0,San Diego,92105,32.741859,-117.090353,1,67,,Yes,23.13,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,0.0,0,1549.71,8882.11,Stayed,,,0,0,0.4022165621930215,0,Offer Loyalty Reward
5067-DGXLL,Male,35,No,0,Alleghany,95910,39.467828,-120.841386,0,2,,Yes,15.83,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,36.8,0.0,0,31.66,68.46,Joined,,,0,0,0.14496697650241222,0,No Action Needed
7113-HIPFI,Male,59,Yes,2,Long Beach,90806,33.802664,-118.179971,10,66,Offer A,Yes,26.91,No,Yes,Cable,30.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.85,4097.05,0.0,0,1776.06,5873.11,Stayed,,,0,0,0.00638228379778385,0,No Action Needed
1051-GEJLJ,Female,19,No,0,San Gregorio,94074,37.331762,-122.341444,0,2,,Yes,27.17,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,19.5,27.55,0.0,0,54.34,81.89,Joined,,,0,0,0.3745114443766527,0,No Action Needed
5439-WIKXB,Male,65,Yes,0,Newhall,91321,34.370378,-118.504118,8,41,Offer B,Yes,46.46,No,Yes,Fiber Optic,2.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.55,3851.45,0.0,40,1904.86,5796.31,Stayed,,,0,0,0.21778398827966716,0,No Action Needed
7088-FBAWU,Female,22,Yes,2,Los Angeles,90007,34.027337,-118.28515,8,17,Offer D,Yes,44.9,No,Yes,DSL,47.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55,1215.8,0.0,0,763.3,1979.1,Stayed,,,0,0,0.040083339593136307,0,No Action Needed
3211-ILJTT,Male,35,Yes,0,Taft,93268,35.184837,-119.402525,1,17,,Yes,13.68,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,1214.05,0.0,0,232.56,1446.61,Churned,Competitor,Competitor had better devices,1,1,0.6526403260086704,1,Provide Premium Tech Support
6849-OYAMU,Male,56,Yes,0,Indio,92201,33.713891,-116.237257,1,19,,Yes,43.95,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,1888.65,0.0,0,835.05,2723.7,Churned,Competitor,Competitor offered more data,1,1,0.3938236246389613,0,No Action Needed
5245-VDBUR,Female,58,Yes,0,Los Alamitos,90720,33.79499,-118.065591,4,52,,No,,,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,0.0,0,0.0,1958.95,Stayed,,,0,0,0.05275064641159717,0,No Action Needed
3034-ZBEQN,Female,31,Yes,0,La Puente,91746,34.038983,-117.991372,1,48,,No,,,Yes,DSL,22.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,34.7,1604.5,0.0,0,0.0,1604.5,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.23757083967166046,0,No Action Needed
7799-LGRDP,Female,42,No,0,Lakewood,90713,33.847755,-118.112532,0,43,,Yes,25.53,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.7,1188.2,0.0,0,1097.79,2285.99,Stayed,,,0,0,0.010801854332957028,0,No Action Needed
6870-ZWMNX,Male,55,Yes,0,Clements,95227,38.227285,-121.02789,4,70,Offer A,Yes,33.37,Yes,Yes,DSL,9.0,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0.0,110,2335.9,7710.15,Stayed,,,0,0,0.03210180183214902,0,No Action Needed
1830-GGFNM,Male,35,Yes,2,Somerset,95684,38.606703,-120.586659,6,65,Offer B,Yes,19.53,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55,6078.75,0.0,0,1269.45,7348.2,Stayed,,,0,0,0.015785400519980442,0,No Action Needed
6010-DDPPW,Male,61,Yes,0,Newport Coast,92657,33.603282,-117.821841,7,70,Offer A,Yes,9.03,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.15,1940.85,0.0,0,632.1,2572.95,Stayed,,,0,0,0.005982546142816713,0,No Action Needed
7184-LRUUR,Female,22,No,0,Los Banos,93635,36.995162,-120.955099,0,22,,Yes,1.74,No,Yes,DSL,85.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.25,1441.8,0.0,0,38.28,1480.08,Stayed,,,0,0,0.23126378288123764,0,No Action Needed
6169-PPETC,Male,42,Yes,1,Brentwood,94513,37.908242,-121.682472,8,35,,Yes,47.33,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.5,759.35,0.0,0,1656.55,2415.9,Stayed,,,0,0,0.002937306983130871,0,No Action Needed
3585-YNADK,Female,25,Yes,0,Berkeley,94707,37.897753,-122.279391,2,57,,Yes,6.63,Yes,Yes,Cable,27.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.6,4368.95,0.0,0,377.91,4746.86,Stayed,,,0,0,0.11213167649121036,0,No Action Needed
1334-PDUKM,Female,48,Yes,0,Palomar Mountain,92060,33.309852,-116.823091,5,68,Offer A,Yes,9.76,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0.0,150,663.68,6576.63,Stayed,,,0,0,0.1557006476650327,0,No Action Needed
0727-IWKVK,Male,35,Yes,0,Yermo,92398,35.013299,-116.834092,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0.0,0,172.62,914.32,Churned,Price,Extra data charges,1,1,0.6409110097642597,1,Provide Premium Tech Support
1052-QJIBV,Female,28,Yes,2,Colfax,95713,39.084645,-120.894014,1,71,Offer A,Yes,20.49,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.9,1397.3,0.0,0,1454.79,2852.09,Stayed,,,0,0,0.009124418106552129,0,No Action Needed
9313-QOLTZ,Male,31,No,0,Chester,96020,40.243494,-121.154733,0,26,Offer C,Yes,31.73,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.9,518.3,0.0,0,824.98,1343.28,Stayed,,,0,0,0.013280699474345362,0,No Action Needed
5016-IBERQ,Male,28,Yes,0,Simi Valley,93063,34.296813,-118.685703,1,23,,Yes,18.05,Yes,Yes,Fiber Optic,51.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.25,1968.1,8.3,0,415.15,2374.95,Stayed,,,0,0,0.506141883503228,1,Offer Loyalty Reward
7892-POOKP,Female,23,Yes,3,Los Angeles,90010,34.062125,-118.315709,0,28,Offer C,Yes,4.89,Yes,Yes,Fiber Optic,47.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,Churned,Other,Moved,1,1,0.2857869720258621,0,No Action Needed
4186-ZBUEW,Female,55,No,0,Compton,90221,33.885811,-118.206459,0,36,Offer C,Yes,29.27,Yes,Yes,DSL,9.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,70.7,2511.95,0.0,60,1053.72,3625.67,Stayed,,,0,0,0.16949457386229647,0,No Action Needed
4819-HJPIW,Male,32,No,0,Avery,95224,38.208336,-120.339938,0,18,,No,,,Yes,DSL,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0.0,0,0.0,476.8,Stayed,,,0,0,0.2338149363988373,0,No Action Needed
8634-MPHTR,Male,68,Yes,0,Forbestown,95941,39.531028,-121.24807,1,47,,Yes,8.97,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05,4871.05,0.0,0,421.59,5292.64,Churned,Attitude,Attitude of support person,1,1,0.6388074042147514,1,Provide Premium Tech Support
8622-ZLFKO,Female,56,Yes,0,Fresno,93710,36.822715,-119.761826,1,6,,Yes,23.35,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0.0,0,140.1,652.35,Stayed,,,0,0,0.806123593126818,1,Offer 20% Discount
2017-CCBLH,Female,55,No,0,Weott,95571,40.310119,-123.909449,0,8,,Yes,23.46,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.0,141.6,0.0,0,187.68,329.28,Stayed,,,0,0,0.04300660323697067,0,No Action Needed
5760-WRAHC,Female,78,No,0,Fontana,92336,34.136367,-117.460803,0,22,Offer D,Yes,49.98,No,Yes,DSL,28.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,69.75,1545.4,0.0,0,1099.56,2644.96,Stayed,,,0,0,0.25330511430579433,0,No Action Needed
3845-FXCYS,Male,55,No,0,Long Barn,95335,38.109125,-120.078597,0,2,,Yes,7.8,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.65,31.2,0.0,0,15.6,46.8,Joined,,,0,0,0.21610066415545293,0,No Action Needed
1971-DTCZB,Female,52,Yes,0,Yreka,96097,41.764869,-122.671316,6,72,,Yes,42.64,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,9538.68,Stayed,,,0,0,0.011794479625678917,0,No Action Needed
0455-ENTCR,Male,58,Yes,0,Jamestown,95327,37.84771,-120.486589,1,66,,Yes,42.85,Yes,Yes,DSL,21.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0.0,0,2828.1,8366.45,Stayed,,,0,0,0.09616884330254084,0,No Action Needed
8564-LDKFL,Male,37,Yes,0,Big Bar,96010,40.775272,-123.287414,1,40,Offer B,Yes,29.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,4178.65,47.02,0,1178.4,5310.03,Stayed,,,0,0,0.507921436260931,1,Offer Loyalty Reward
2316-ESMLS,Female,54,Yes,0,Fresno,93726,36.793601,-119.761131,7,12,,No,,,Yes,DSL,27.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,0,0.0,444.75,Stayed,,,0,0,0.10187352581159981,0,No Action Needed
5686-CMAWK,Male,41,No,0,San Diego,92131,32.89325,-117.087091,0,17,,Yes,49.71,Yes,Yes,Fiber Optic,4.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,1410.25,0.0,0,845.07,2255.32,Stayed,,,0,0,0.29706836391639646,0,No Action Needed
5956-YHHRX,Male,75,No,0,Pilot Hill,95664,38.803731,-121.043799,0,21,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,2271.85,0.0,130,523.11,2924.96,Stayed,,,0,0,0.27135153161636577,0,No Action Needed
5575-GNVDE,Male,46,No,0,Los Angeles,90002,33.949255,-118.246978,0,34,,Yes,17.09,No,Yes,DSL,16.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,1889.5,0.0,0,581.06,2470.56,Stayed,,,0,0,0.10294010688376344,0,No Action Needed
7797-EJMDP,Female,34,No,0,Manteca,95336,37.830267,-121.201018,0,8,Offer E,Yes,33.54,No,Yes,DSL,14.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,0.0,0,268.32,842.82,Stayed,,,0,0,0.27777023779408044,0,No Action Needed
9184-GALIL,Female,26,Yes,2,Mccloud,96057,41.251322,-122.105209,6,38,,Yes,2.86,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.45,781.25,0.0,0,108.68,889.93,Stayed,,,0,0,0.004737520219589808,0,No Action Needed
2718-GAXQD,Female,68,Yes,3,Fallbrook,92028,33.362575,-117.299644,1,4,Offer E,Yes,42.13,No,Yes,Cable,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Churned,Competitor,Competitor made better offer,1,1,0.4335292212632784,0,Offer Loyalty Reward
4369-HTUIF,Male,73,No,0,Pismo Beach,93449,35.165668,-120.655842,0,6,Offer E,Yes,29.41,No,Yes,Fiber Optic,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.15,503.6,0.0,0,176.46,680.06,Churned,Attitude,Attitude of service provider,1,1,0.6481146064624339,1,Provide Premium Tech Support
3887-PBQAO,Female,48,Yes,0,Hermosa Beach,90254,33.86532,-118.396336,4,45,Offer B,Yes,22.49,Yes,No,,,,,,,,,,,One Year,Yes,Credit Card,25.9,1216.6,0.0,0,1012.05,2228.65,Stayed,,,0,0,0.033312805588396166,0,No Action Needed
8969-PRHFK,Male,32,No,0,Red Bluff,96080,40.186772,-122.388361,0,18,Offer D,Yes,1.42,No,No,,,,,,,,,,,One Year,No,Credit Card,19.65,411.25,0.0,0,25.56,436.81,Stayed,,,0,0,0.08138197452165992,0,No Action Needed
4439-JMPMT,Female,38,Yes,0,Comptche,95427,39.239818,-123.565432,1,5,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,470.95,44.16,0,5.6,432.39,Churned,Attitude,Attitude of support person,1,1,0.6836751835291031,1,Provide Premium Tech Support
4102-HLENU,Female,51,Yes,0,Auburn,95603,38.912881,-121.082766,5,67,,Yes,22.83,Yes,Yes,Cable,22.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,65.65,4322.85,0.0,0,1529.61,5852.46,Stayed,,,0,0,0.014410648539350465,0,No Action Needed
9975-GPKZU,Male,62,Yes,3,Alameda,94501,37.774633,-122.274434,0,46,,Yes,7.67,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.75,856.5,0.0,0,352.82,1209.32,Stayed,,,0,0,0.012751904192902825,0,No Action Needed
