Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender_Male,Married_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_No Phone Service,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_No Internet Service,Online Security_Yes,Online Backup_No Internet Service,Online Backup_Yes,Device Protection Plan_No Internet Service,Device Protection Plan_Yes,Premium Tech Support_No Internet Service,Premium Tech Support_Yes,Streaming TV_No Internet Service,Streaming TV_Yes,Streaming Movies_No Internet Service,Streaming Movies_Yes,Streaming Music_No Internet Service,Streaming Music_Yes,Unlimited Data_No Internet Service,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Actual,Churn_Probability,Recommendation
21,0,7,70,0.0,30.0,59.5,4144.8,23.72,0,0.0,4121.08,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.03256439815560734,No Action Needed
32,1,10,16,20.12,30.0,68.25,1114.85,0.0,0,321.92,1436.77,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0,0.03082168639651563,No Action Needed
44,0,0,13,45.03,0.0,19.3,259.65,35.28,0,585.39,809.76,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.033132118012747,No Action Needed
35,0,8,72,35.06,26.0,84.45,6033.1,0.0,0,2524.32,8557.42,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.008898133956745446,No Action Needed
26,0,0,5,22.16,0.0,20.05,95.55,0.0,0,110.8,206.35,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.06473098960798547,No Action Needed
24,0,0,68,5.3,59.0,54.45,3687.75,0.0,0,360.4,4048.15,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.12730158059587215,No Action Needed
39,0,0,1,48.22,21.0,-4.0,46.3,0.0,0,48.22,94.52,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.4578631936258464,Offer Loyalty Reward
77,0,0,55,0.0,30.0,44.85,2479.05,0.0,0,0.0,2479.05,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,0.24960570881473715,No Action Needed
66,0,0,72,2.37,0.0,25.1,1789.9,0.0,0,170.64,1960.54,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,0,0.036402361811661385,No Action Needed
45,0,0,16,0.0,27.0,54.85,916.15,0.0,0,0.0,916.15,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,0,0.10013719715475902,No Action Needed
73,0,1,63,37.12,18.0,108.5,6991.9,0.0,0,2338.56,9330.46,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.23538693685343703,No Action Needed
44,0,9,58,36.45,0.0,24.5,1497.9,9.22,0,2114.1,3602.78,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0,0.022065696504326056,No Action Needed
49,3,0,19,8.02,57.0,75.9,1375.6,0.0,0,152.38,1527.98,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,0,0.21746204153826076,No Action Needed
23,2,8,69,26.44,0.0,20.55,1403.1,0.0,0,1824.36,3227.46,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0,0.0019316298934955057,No Action Needed
27,0,1,56,42.37,71.0,99.8,5515.45,0.0,0,2372.72,7888.17,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,0,0.4090425709485377,Offer Loyalty Reward
61,0,2,43,0.0,6.0,51.25,2151.6,0.0,0,0.0,2151.6,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0.12955961801064705,No Action Needed
77,0,1,36,16.61,3.0,96.5,3436.1,0.0,0,597.96,4034.06,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1,0.7367671813587132,Provide Premium Tech Support
63,0,1,20,49.69,10.0,90.2,1776.55,0.0,0,993.8,2770.35,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.5934606432106326,Offer Loyalty Reward
73,0,1,47,38.31,7.0,80.35,3825.85,0.0,90,1800.57,5716.42,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.5059713439081608,Offer Loyalty Reward
47,0,0,29,4.53,0.0,25.15,702.0,0.0,0,131.37,833.37,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0,0.05466709489323665,No Action Needed
36,0,9,72,10.92,28.0,90.25,6369.45,0.0,0,786.24,7155.69,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,0,0.0019852425852848123,No Action Needed
73,0,0,66,44.01,17.0,70.85,4738.85,0.0,0,2904.66,7643.51,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0.22936320802210852,No Action Needed
22,3,9,18,43.69,0.0,24.65,471.35,0.0,0,786.42,1257.77,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,0,0.03347347015825273,No Action Needed
59,3,1,48,20.73,0.0,26.3,1245.05,0.0,0,995.04,2240.09,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.013374425320646803,No Action Needed
60,3,3,31,9.8,0.0,21.0,697.7,0.0,0,303.8,1001.5,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.00043690175969821033,No Action Needed
29,0,7,65,48.66,0.0,19.35,1319.95,0.0,0,3162.9,4482.85,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.025666184889172373,No Action Needed
36,0,0,63,13.14,17.0,-10.0,7049.75,0.0,0,827.82,7877.57,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.11168329192448706,No Action Needed
52,3,0,39,49.95,0.0,25.0,1004.35,0.0,0,1948.05,2952.4,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.02445641204130282,No Action Needed
23,0,0,1,32.86,58.0,75.05,75.05,0.0,0,32.86,107.91,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,1,0.8895345833449174,Offer 20% Discount
67,0,0,19,7.95,12.0,105.0,2007.25,0.0,20,151.05,2178.3,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,0,0.4039504030509753,Offer Loyalty Reward
29,0,0,15,44.86,52.0,76.0,1130.85,0.0,0,672.9,1803.75,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1,0.5363912216297525,Offer Loyalty Reward
36,0,1,67,23.13,24.0,109.9,7332.4,0.0,0,1549.71,8882.11,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0,0.4022165621930215,Offer Loyalty Reward
35,0,0,2,15.83,0.0,20.25,36.8,0.0,0,31.66,68.46,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.14496697650241222,No Action Needed
59,2,10,66,26.91,30.0,65.85,4097.05,0.0,0,1776.06,5873.11,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.00638228379778385,No Action Needed
19,0,0,2,27.17,0.0,19.5,27.55,0.0,0,54.34,81.89,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0.3745114443766527,No Action Needed
65,0,8,41,46.46,2.0,94.55,3851.45,0.0,40,1904.86,5796.31,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.21778398827966716,No Action Needed
22,2,8,17,44.9,47.0,74.55,1215.8,0.0,0,763.3,1979.1,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,0.040083339593136307,No Action Needed
35,0,1,17,13.68,11.0,70.4,1214.05,0.0,0,232.56,1446.61,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.6526403260086704,Provide Premium Tech Support
56,0,1,19,43.95,20.0,100.0,1888.65,0.0,0,835.05,2723.7,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1,0.3938236246389613,No Action Needed
58,0,4,52,0.0,8.0,35.45,1958.95,0.0,0,0.0,1958.95,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0,0.05275064641159717,No Action Needed
31,0,1,48,0.0,22.0,34.7,1604.5,0.0,0,0.0,1604.5,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1,0.23757083967166046,No Action Needed
42,0,0,43,25.53,0.0,25.7,1188.2,0.0,0,1097.79,2285.99,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,0,0.010801854332957028,No Action Needed
55,0,4,70,33.37,9.0,76.1,5264.25,0.0,110,2335.9,7710.15,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,0,0.03210180183214902,No Action Needed
35,2,6,65,19.53,19.0,94.55,6078.75,0.0,0,1269.45,7348.2,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.015785400519980442,No Action Needed
61,0,7,70,9.03,0.0,25.15,1940.85,0.0,0,632.1,2572.95,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.005982546142816713,No Action Needed
22,0,0,22,1.74,85.0,65.25,1441.8,0.0,0,38.28,1480.08,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0,0.23126378288123764,No Action Needed
42,1,8,35,47.33,0.0,20.5,759.35,0.0,0,1656.55,2415.9,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.002937306983130871,No Action Needed
25,0,2,57,6.63,27.0,74.6,4368.95,0.0,0,377.91,4746.86,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,0,0.11213167649121036,No Action Needed
48,0,5,68,9.76,15.0,86.45,5762.95,0.0,150,663.68,6576.63,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0.1557006476650327,No Action Needed
35,0,0,9,19.18,27.0,79.9,741.7,0.0,0,172.62,914.32,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.6409110097642597,Provide Premium Tech Support
28,2,1,71,20.49,0.0,19.9,1397.3,0.0,0,1454.79,2852.09,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.009124418106552129,No Action Needed
31,0,0,26,31.73,0.0,20.9,518.3,0.0,0,824.98,1343.28,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.013280699474345362,No Action Needed
28,0,1,23,18.05,51.0,84.25,1968.1,8.3,0,415.15,2374.95,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.506141883503228,Offer Loyalty Reward
23,3,0,28,4.89,47.0,104.8,3046.05,0.0,0,136.92,3182.97,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.2857869720258621,No Action Needed
55,0,0,36,29.27,9.0,70.7,2511.95,0.0,60,1053.72,3625.67,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,0,0.16949457386229647,No Action Needed
32,0,0,18,0.0,8.0,25.15,476.8,0.0,0,0.0,476.8,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.2338149363988373,No Action Needed
68,0,1,47,8.97,19.0,100.05,4871.05,0.0,0,421.59,5292.64,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1,0.6388074042147514,Provide Premium Tech Support
56,0,1,6,23.35,8.0,90.75,512.25,0.0,0,140.1,652.35,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0,0.806123593126818,Offer 20% Discount
55,0,0,8,23.46,0.0,20.0,141.6,0.0,0,187.68,329.28,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.04300660323697067,No Action Needed
78,0,0,22,49.98,28.0,69.75,1545.4,0.0,0,1099.56,2644.96,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,0,0.25330511430579433,No Action Needed
55,0,0,2,7.8,0.0,19.65,31.2,0.0,0,15.6,46.8,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0,0.21610066415545293,No Action Needed
52,0,6,72,42.64,15.0,90.95,6468.6,0.0,0,3070.08,9538.68,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.011794479625678917,No Action Needed
58,0,1,66,42.85,21.0,85.25,5538.35,0.0,0,2828.1,8366.45,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.09616884330254084,No Action Needed
37,0,1,40,29.46,28.0,106.0,4178.65,47.02,0,1178.4,5310.03,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,0.507921436260931,Offer Loyalty Reward
54,0,7,12,0.0,27.0,33.15,444.75,0.0,0,0.0,444.75,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,0,0.10187352581159981,No Action Needed
41,0,0,17,49.71,4.0,86.75,1410.25,0.0,0,845.07,2255.32,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.29706836391639646,No Action Needed
75,0,0,21,24.91,17.0,104.35,2271.85,0.0,130,523.11,2924.96,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,0,0.27135153161636577,No Action Needed
46,0,0,34,17.09,16.0,56.95,1889.5,0.0,0,581.06,2470.56,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,0,0.10294010688376344,No Action Needed
34,0,0,8,33.54,14.0,66.05,574.5,0.0,0,268.32,842.82,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,0,0.27777023779408044,No Action Needed
26,2,6,38,2.86,0.0,20.45,781.25,0.0,0,108.68,889.93,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.004737520219589808,No Action Needed
68,3,1,4,42.13,52.0,46.0,181.6,0.0,0,168.52,350.12,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.4335292212632784,Offer Loyalty Reward
73,0,0,6,29.41,30.0,85.15,503.6,0.0,0,176.46,680.06,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1,0.6481146064624339,Provide Premium Tech Support
48,0,4,45,22.49,0.0,25.9,1216.6,0.0,0,1012.05,2228.65,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,0,0.033312805588396166,No Action Needed
32,0,0,18,1.42,0.0,19.65,411.25,0.0,0,25.56,436.81,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.08138197452165992,No Action Needed
38,0,1,5,1.12,22.0,85.75,470.95,44.16,0,5.6,432.39,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,1,0.6836751835291031,Provide Premium Tech Support
51,0,5,67,22.83,22.0,65.65,4322.85,0.0,0,1529.61,5852.46,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.014410648539350465,No Action Needed
62,3,0,46,7.67,0.0,19.75,856.5,0.0,0,352.82,1209.32,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.012751904192902825,No Action Needed
39,0,0,1,25.77,5.0,49.05,49.05,0.0,0,25.77,74.82,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.46815568312563677,Offer Loyalty Reward
61,0,1,7,5.13,4.0,-4.0,340.25,0.0,0,35.91,376.16,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.4361437597150058,Offer Loyalty Reward
56,0,1,72,17.31,17.0,68.15,4808.7,0.0,0,1246.32,6055.02,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.046693392124479774,No Action Needed
40,2,1,54,28.87,0.0,24.75,1342.15,0.0,0,1558.98,2901.13,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.022406350793115058,No Action Needed
41,0,0,44,1.7,28.0,68.85,2958.95,0.0,0,74.8,3033.75,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.2609608773919549,No Action Needed
35,0,9,54,49.9,29.0,109.55,6118.95,0.0,0,2694.6,8813.55,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.2773959199612936,No Action Needed
49,0,0,1,19.98,5.0,79.25,79.25,0.0,0,19.98,99.23,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,1,0.8666003749851829,Offer 20% Discount
77,0,4,45,9.39,22.0,75.15,3480.35,0.0,0,422.55,3902.9,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,0,0.037243817063791367,No Action Needed
44,0,0,11,40.59,22.0,45.2,492.0,0.0,150,446.49,1088.49,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.27514655954670403,No Action Needed
53,0,5,72,6.29,8.0,114.45,8375.05,0.0,0,452.88,8827.93,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.024763673717393075,No Action Needed
19,0,0,19,24.35,69.0,58.2,1045.25,0.0,0,462.65,1507.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0,0.20444921554312007,No Action Needed
63,0,1,52,46.59,26.0,96.25,4990.25,0.0,120,2422.68,7532.93,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,1,0.20765962015062178,No Action Needed
48,0,5,70,31.13,16.0,95.0,6602.9,0.0,0,2179.1,8782.0,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0.09833177691117388,No Action Needed
32,3,0,26,0.0,58.0,39.95,1023.75,0.0,0,0.0,1023.75,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0.12338937583455692,No Action Needed
79,0,5,45,44.91,0.0,24.7,1174.35,0.0,0,2020.95,3195.3,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.01632049508614576,No Action Needed
23,3,1,69,33.09,0.0,24.45,1718.2,0.0,0,2283.21,4001.41,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0.002347412010184526,No Action Needed
25,0,0,41,40.78,41.0,70.25,2868.05,0.0,0,1671.98,4540.03,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0.3121289572331013,No Action Needed
29,1,3,18,10.29,59.0,83.25,1611.15,0.0,0,185.22,1796.37,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.08284808814587138,No Action Needed
35,0,1,34,43.33,16.0,97.65,3207.55,0.0,0,1473.22,4680.77,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.6159373720003667,Provide Premium Tech Support
79,0,0,42,9.53,17.0,84.65,3541.35,0.0,0,400.26,3941.61,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1,0.5630315800970226,Offer Loyalty Reward
66,0,1,66,48.87,13.0,110.85,7491.75,0.0,0,3225.42,10717.17,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,1,0.4621081719927577,Offer Loyalty Reward
22,0,0,34,20.75,27.0,67.65,2339.3,0.0,0,705.5,3044.8,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,0,0.049691683838661384,No Action Needed
46,0,0,12,25.54,27.0,96.0,1062.1,0.0,0,306.48,1368.58,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.6571010297296932,Provide Premium Tech Support
53,0,0,71,6.75,15.0,86.4,6172.0,0.0,0,479.25,6651.25,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,0,0.08894792808911334,No Action Needed
55,0,1,5,1.16,7.0,78.75,412.1,0.0,10,5.8,427.9,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.7119731234922811,Provide Premium Tech Support
30,0,7,44,23.75,53.0,90.65,3974.15,0.0,0,1045.0,5019.15,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,0.11372791637569282,No Action Needed
40,0,0,13,12.54,20.0,80.85,1008.7,0.0,0,163.02,1171.72,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,1,0.6016597990091528,Provide Premium Tech Support
